"Trabalho.1" "P1" "Total.P1" "Trabalho.2" "P2" "Total.P2" "Média.P2" "Ata.P1" "Ata.P2" "Turno" "Turma" "Tempo1" "Tempo2" "Abandono" "Existente"
"240" 1 6.5 7.5 2 6 8 7.8 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"241" 1 5.5 6.5 2 7 9 8 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"242" 0 0 0 0 0 0 0 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"243" 0 10 10 2 8 10 10 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"244" 0.5 9.5 10 2 6 8 8.8 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"245" 1 4 5 2 5 7 6.2 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"246" 1 3.5 4.5 2 0.5 2.5 3.3 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"247" 1 6 7 NA NA 0 2.8 "S" "S" "2N" "Civil4BN" 1.5 5.5 "S" "S"
"248" 1 4.5 5.5 2 4 6 5.8 "S" "S" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"249" 1 3 4 2 1.5 3.5 3.7 "N" "N" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"250" 0 0 0 2 7 9 5.4 "N" "N" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"251" NA NA 0 NA NA 0 0 "N" "N" "2N" "Civil4BN" 1.5 5.5 NA "N"
"252" 0 1.5 1.5 2 1.5 3.5 2.7 "N" "N" "2N" "Civil4BN" 1.5 5.5 "N" "S"
"253" NA NA 0 NA NA 0 0 "S" "S" "4M" "Prod4AM" 2 0 NA "N"
"254" 1 5.5 6.5 0 0 0 2.6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"255" 1 8 9 2 1 3 5.4 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"256" 1 8 9 2 6.5 8.5 8.7 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"257" 1 7 8 2 1.5 3.5 5.3 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"258" 1 5.5 6.5 2 0.5 2.5 4.1 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"259" 1 6 7 2 1.7 3.7 5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"260" 0 0 0 NA NA 0 0 "S" "S" "4M" "Prod4AM" 2 0 "S" "S"
"261" 1 9 10 2 2.5 4.5 6.7 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"262" 1 7 8 2 0.5 2.5 4.7 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"263" 1 8 9 2 2.5 4.5 6.3 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"264" 1 1.5 2.5 NA NA 0 1 "S" "S" "4M" "Prod4AM" 2 0 "S" "S"
"265" 0 0 0 NA NA 0 0 "N" "S" "4M" "Prod4AM" 2 0 "S" "S"
"266" 1 8 9 2 0.5 2.5 5.1 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"267" 0 0 0 NA NA 0 0 "S" "S" "4M" "Prod4AM" 2 0 "S" "S"
"268" 1 6 7 2 5.5 7.5 7.3 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"269" 1 6.5 7.5 0 0 0 3 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"270" 0 10 10 0 2 2 5.2 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"271" 0.5 9.5 10 2 0.5 2.5 5.5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"272" 0 10 10 2 1.4 3.4 6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"273" 1 4 5 2 3.7 5.7 5.4 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"274" 1 5 6 2 3.3 5.3 5.6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"275" NA NA 0 NA NA 0 0 "S" "S" "4M" "Prod4AM" 2 0 NA "N"
"276" 0 10 10 2 0.5 2.5 5.5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"277" 0.5 9.5 10 0 0.8 0.8 4.5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"278" 1 5.5 6.5 2 0.5 2.5 4.1 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"279" 1 1 2 0 0 0 0.8 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"280" 0 10 10 2 0.5 2.5 5.5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"281" 1 7 8 0 0 0 3.2 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"282" 0 10 10 0 0 0 4 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"283" 1 6.5 7.5 2 3.5 5.5 6.3 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"284" 1 4.5 5.5 0 0 0 2.2 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"285" 1 0.5 1.5 0 0 0 0.6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"286" 1 8.5 9.5 2 2.5 4.5 6.5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"287" 1 8 9 2 0.5 2.5 5.1 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"288" 1 2 3 2 2 4 3.6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"289" 0 10 10 2 0.5 2.5 5.5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"290" 0 0 0 NA NA 0 0 "S" "S" "4M" "Prod4AM" 2 0 "S" "S"
"291" 1 7.8 8.8 2 5 7 7.7 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"292" 1 9 10 2 2 4 6.4 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"293" 1 8 9 2 0.5 2.5 5.1 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"294" 1 5.5 6.5 2 3.7 5.7 6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"295" 0 10 10 2 1 3 5.8 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"296" 1 8 9 2 0.3 2.3 5 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"297" 1 5 6 2 2.8 4.8 5.3 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"298" 1 7 8 NA NA 0 3.2 "S" "S" "4M" "Prod4AM" 2 0 "S" "S"
"299" 0 10 10 2 1 3 5.8 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"300" 1 5 6 2 0.7 2.7 4 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"301" 0 10 10 2 2.5 4.5 6.7 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"302" 1 8 9 0 0 0 3.6 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"303" 1 9 10 2 2 4 6.4 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"304" 0 10 10 2 1 3 5.8 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"305" 1 2 3 2 0.5 2.5 2.7 "S" "S" "4M" "Prod4AM" 2 0 "N" "S"
"306" 1 3 4 NA NA 0 1.6 "N" "N" "4M" "Prod4AM" 2 0 "S" "S"
"307" 1 7.5 8.5 2 2.5 4.5 6.1 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"308" 1 1 2 0 0 0 0.8 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"309" 1 2 3 2 2.7 4.7 4 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"310" 1 9 10 2 1.5 3.5 6.1 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"311" 0 0 0 2 0.5 2.5 1.5 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"312" 1 1.5 2.5 2 3 5 4 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"313" 0 0 0 NA NA 0 0 "S" "S" "4M" "Prod3AM" 2.5 0.5 "S" "S"
"314" 1 2 3 0 0 0 1.2 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"315" 1 2.5 3.5 2 2 4 3.8 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"316" 1 6 7 2 2.3 4.3 5.4 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"317" 1 4 5 0 0 0 2 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"318" 1 1 2 0 0 0 0.8 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"319" NA NA 0 NA NA 0 0 "S" "S" "4M" "Prod3AM" 2.5 0.5 NA "N"
"320" 0 0 0 NA NA 0 0 "S" "S" "4M" "Prod3AM" 2.5 0.5 "S" "S"
"321" 1 2 3 2 2 4 3.6 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"322" 1 5.5 6.5 2 4.5 6.5 6.5 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"323" 1 9 10 2 2.5 4.5 6.7 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"324" 1 6 7 2 1.5 3.5 4.9 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"325" 1 2 3 0 0 0 1.2 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"326" 1 1 2 NA NA 0 0.8 "S" "S" "4M" "Prod3AM" 2.5 0.5 "S" "S"
"327" 1 7.5 8.5 0 0 0 3.4 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"328" 1 7 8 2 3.5 5.5 6.5 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"329" 1 8 9 0 0 0 3.6 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"330" 1 8 9 2 3 5 6.6 "S" "S" "4M" "Prod3AM" 2.5 0.5 "N" "S"
"331" NA NA 0 NA NA 0 0 "S" "N" "4M" "Prod3AM" 2.5 0.5 NA "N"
"332" NA NA 0 0 0 0 0 "N" "N" "4M" "Prod3AM" 2.5 0.5 NA "S"
"333" 0 0 0 NA NA 0 0 "S" "N" "4M" "Prod3AM" 2.5 0.5 "S" "S"
"334" NA NA 0 NA NA 0 0 "S" "S" "4M" "Elet3AM" 2.5 0.5 NA "N"
"335" NA NA 0 2 0.8 2.8 1.7 "N" "S" "4M" "Elet3AM" 2.5 0.5 NA "S"
"336" NA NA 0 NA NA 0 0 "S" "S" "4M" "Elet3AM" 2.5 0.5 NA "N"
"337" NA NA 0 NA NA 0 0 "S" "S" "4M" "Elet3AM" 2.5 0.5 NA "N"
"338" 1 8 9 0 0 0 3.6 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"339" 1 8 9 2 7.5 9.5 9.3 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"340" 1 5 6 2 4 6 6 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"341" 1 2 3 0 0 0 1.2 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"342" 1 5.5 6.5 2 0.5 2.5 4.1 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"343" 1 7.5 8.5 2 8 10 9.4 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"344" 0 10 10 2 7.5 9.5 9.7 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"345" NA NA 0 NA NA 0 0 "S" "S" "4M" "Elet3AM" 2.5 0.5 NA "N"
"346" NA NA 0 NA NA 0 0 "S" "S" "4M" "Elet3AM" 2.5 0.5 NA "N"
"347" 1 7.5 8.5 2 4 6 7 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"348" NA NA 0 NA NA 0 0 "S" "S" "4M" "Elet3AM" 2.5 0.5 NA "N"
"349" 1 6 7 2 4.5 6.5 6.7 "S" "S" "4M" "Elet3AM" 2.5 0.5 "N" "S"
"350" 0 10 10 2 7.5 9.5 9.7 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"351" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"352" 1 8 9 2 5.7 7.7 8.2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"353" 1 4 5 2 3.8 5.8 5.5 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"354" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"355" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"356" 1 3 4 0 7.4 7.4 6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"357" 0 0 0 0 0 0 0 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"358" 1 8 9 2 7 9 9 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"359" 1 7 8 2 7 9 8.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"360" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"361" 1 1.5 2.5 0 3 3 2.8 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"362" 1 8 9 2 6 8 8.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"363" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"364" 1 0.5 1.5 2 0.3 2.3 2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"365" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"366" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"367" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"368" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"369" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"370" 0 0 0 0 0 0 0 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"371" 1 0.5 1.5 0 0 0 0.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"372" 1 3.5 4.5 2 0.3 2.3 3.2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"373" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"374" 0.5 9.5 10 2 6.5 8.5 9.1 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"375" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"376" 1 4 5 0 0 0 2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"377" 0.5 9.5 10 2 4.8 6.8 8.1 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"378" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"379" 1 4 5 NA NA 0 2 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"380" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"381" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"382" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"383" 1 3.5 4.5 2 6 8 6.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"384" 1 8 9 2 4.5 6.5 7.5 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"385" 0 10 10 2 6.5 8.5 9.1 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"386" 1 8.5 9.5 2 6 8 8.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"387" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"388" 0 6 6 2 2.5 4.5 5.1 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"389" 1 7.5 8.5 0 0 0 3.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"390" 1 6 7 2 8 10 8.8 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"391" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"392" 1 9 10 2 2 4 6.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"393" 1 7 8 2 4.2 6.2 6.9 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"394" 1 4 5 2 2 4 4.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"395" 0.5 9.5 10 2 6 8 8.8 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"396" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"397" 0 10 10 2 7 9 9.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"398" 0 10 10 2 6 8 8.8 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"399" 0 10 10 2 4 6 7.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"400" 1 7 8 2 2 4 5.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"401" 0 10 10 2 6.3 8.3 9 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"402" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"403" 0.5 9.5 10 2 7 9 9.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"404" 1 2 3 2 6.5 8.5 6.3 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"405" 1 8.5 9.5 2 4 6 7.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"406" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"407" 1 3.5 4.5 2 5 7 6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"408" 0 10 10 2 7.8 9.8 9.9 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"409" 1 2.5 3.5 NA NA 0 1.4 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"410" 1 4 5 0 0 0 2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"411" 0.5 9.5 10 0 0 0 4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"412" 1 3 4 NA NA 0 1.6 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"413" 0 10 10 2 6.9 8.9 9.3 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"414" 1 6 7 0 0 0 2.8 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"415" NA NA 0 0 0 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "S"
"416" 0 10 10 2 3 5 7 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"417" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"418" 0 10 10 2 0.9 2.9 5.7 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"419" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"420" 1 1 2 2 2 4 3.2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"421" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"422" 0 9.5 9.5 2 6.5 8.5 8.9 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"423" NA NA 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 NA "N"
"424" 0.5 9.5 10 2 7 9 9.4 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"425" 1 1.5 2.5 NA NA 0 1 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"426" 0 10 10 2 6 8 8.8 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"427" 1 2.5 3.5 2 6 8 6.2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"428" 1 2 3 2 2 4 3.6 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"429" 1 9 10 NA NA 0 4 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"430" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"431" 1 9 10 2 4.8 6.8 8.1 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"432" 0 0 0 NA NA 0 0 "S" "S" "4N" "Civil4CN" 3 1 "S" "S"
"433" 1 7 8 0 0 0 3.2 "S" "S" "4N" "Civil4CN" 3 1 "N" "S"
"434" 1 2.5 3.5 NA NA 0 1.4 "N" "N" "4N" "Civil4CN" 3 1 "S" "S"
"435" NA NA 0 NA NA 0 0 "S" "N" "4N" "Civil4CN" 3 1 NA "N"
"436" 1 3 4 NA NA 0 1.6 "N" "N" "4N" "Civil4CN" 3 1 "S" "S"
"437" NA NA 0 NA NA 0 0 "S" "N" "4N" "Civil4CN" 3 1 NA "N"
"438" 1 5.5 6.5 2 7.7 9.7 8.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"439" NA NA 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 NA "N"
"440" 1 7.5 8.5 2 6.8 8.8 8.7 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"441" 0 10 10 2 8 10 10 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"442" 1 7.5 8.5 2 5.5 7.5 7.9 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"443" 1 3 4 2 5.4 7.4 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"444" 1 6 7 2 3.5 5.5 6.1 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"445" 0 0 0 2 5.8 7.8 4.7 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"446" 1 6 7 2 2.7 4.7 5.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"447" 1 4 5 2 7.9 9.9 7.9 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"448" 0 NA 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 NA "N"
"449" 1 5.5 6.5 2 4.3 6.3 6.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"450" 1 6 7 2 4.8 6.8 6.9 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"451" 1 3.5 4.5 2 3.3 5.3 5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"452" 1 5 6 2 6.8 8.8 7.7 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"453" 1 0.5 1.5 2 6.8 9 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"454" 1 8 9 2 2.8 4.8 6.5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"455" 0 0 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 "S" "S"
"456" 1 1.5 2.5 2 7.5 9.5 6.7 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"457" 1 5.5 6.5 2 6 8 7.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"458" 1 2 3 2 8 10 7.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"459" 1 1 2 2 4.3 6.3 4.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"460" 1 8 9 2 6.3 8.3 8.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"461" NA NA 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 NA "N"
"462" 1 1 2 2 6.8 8.8 6.1 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"463" 1 2.5 3.5 2 4 6 5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"464" 1 4.5 5.5 2 7.3 9.3 7.8 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"465" 1 7.5 8.5 2 5.8 7.8 8.1 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"466" 1 0.5 1.5 0 0 0 0.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"467" 1 7.5 8.5 2 6.3 8.3 8.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"468" 1 3 4 2 7.1 9.1 7.1 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"469" 1 2 3 2 6 8 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"470" 1 2 3 2 6.8 8.8 6.5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"471" NA NA 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 NA "N"
"472" 1 5 6 2 7.1 9.1 7.9 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"473" 0.5 9.5 10 2 7.1 9.1 9.5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"474" 1 3.5 4.5 2 6.2 8.2 6.7 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"475" 1 0.5 1.5 2 7 9 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"476" 0 0 0 2 4.8 6.8 4.1 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"477" 1 0.5 1.5 2 6.3 8.3 5.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"478" 1 8 9 2 7.3 9.3 9.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"479" 1 2 3 2 6.3 8.3 6.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"480" 1 1.5 2.5 2 6.8 8.8 6.3 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"481" 1 2 3 2 6.2 8.2 6.1 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"482" 1 6 7 2 2.5 4.5 5.5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"483" 1 4 5 2 7 9 7.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"484" 1 2.5 3.5 2 4.5 6.5 5.3 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"485" 1 2 3 2 7.6 9.6 7 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"486" 1 0.5 1.5 2 4 6 4.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"487" 1 7.5 8.5 2 6.3 8.3 8.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"488" 1 9 10 2 4 6 7.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"489" 1 7.5 8.5 2 6.5 8.5 8.5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"490" 1 1.5 2.5 2 6.4 8.4 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"491" 1 0.5 1.5 2 7 9 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"492" 1 4 5 2 3.4 5.4 5.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"493" 0 10 10 2 8 10 10 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"494" 0 0 0 2 6.3 8.3 5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"495" 0 0 0 2 3.5 5.5 3.3 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"496" 1 2 3 2 8 10 7.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"497" 0 0 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 "S" "S"
